Customer,State,CLV,Coverage,Income,loc_type,monthly_premium,months_last_claim,Months_Since_Policy_Inception,Total_Claim_Amount,Vehicle_Class,avg_vehicle_age
UA84837,Arizona,8630.053943,Premium,24065,Suburban,111,30,1,532.8,Four-Door Car,57.8638616
DJ51510,Arizona,9322.08512,Premium,70435,Rural,116,0,50,67.881546,Four-Door Car,36.57018749
VM58985,California,16727.56063,Extended,0,Suburban,76,33,36,402.636829,Two-Door Car,25.71163065
OH60605,Oregon,3652.532435,Extended,39679,Suburban,92,2,85,641.388616,Two-Door Car,44.304002
UO98052,Nevada,6158.601171,Extended,0,Urban,89,13,45,342.481173,Four-Door Car,53.40182891
NC53424,California,4376.083958,Basic,0,Suburban,69,21,70,331.2,Two-Door Car,63.45643428
LQ13873,Nevada,5569.456156,Basic,53565,Suburban,71,27,34,340.8,Four-Door Car,48.62030638
LA97014,Washington,2576.513006,Basic,37574,Suburban,66,19,14,412.101933,Two-Door Car,59.04584418
NB79936,Washington,8346.983233,Premium,48259,Rural,108,14,79,73.700573,Two-Door Car,55.95594139
NT89061,Arizona,6323.923864,Extended,78532,Suburban,78,25,87,374.4,Four-Door Car,41.49310239
AF10970,Arizona,5973.14343,Basic,96163,Suburban,73,23,90,350.4,Four-Door Car,56.41403561
ZG48513,California,4706.676993,Basic,0,Suburban,72,0,86,345.6,Four-Door Car,44.99672206
JQ59145,California,8093.410258,Basic,0,Suburban,114,9,72,722.024742,Sports Car,58.98991672
FE84989,Washington,5035.744643,Basic,72672,Urban,63,7,39,259.361117,Four-Door Car,35.70996988
JT52858,Oregon,9027.867218,Premium,99002,Suburban,112,33,75,537.6,Four-Door Car,52.95887753
MC62068,California,7288.884849,Extended,79494,Urban,91,19,30,396.295614,Four-Door Car,52.20431376
EU27538,Oregon,18042.47942,Extended,35704,Rural,225,21,35,358.281562,Luxury Car,57.59419517
RH42306,Arizona,4992.063043,Basic,0,Suburban,71,6,5,653.388564,Four-Door Car,38.66971837
US23612,Oregon,9102.267849,Premium,26049,Rural,118,17,6,121.032372,Two-Door Car,43.7064579
WV76014,Arizona,2540.407726,Basic,70125,Rural,64,21,77,92.813396,Four-Door Car,36.3701589
RK96223,California,12941.89193,Basic,52369,Suburban,110,34,49,528,SUV,49.94633899
MF82000,Washington,2365.348601,Basic,0,Rural,66,25,51,159.636956,Four-Door Car,59.65082673
FM46980,Arizona,5720.765064,Basic,41770,Suburban,72,0,60,476.156957,Four-Door Car,48.25436867
SY56792,Oregon,7035.534088,Premium,0,Suburban,101,16,88,727.2,Four-Door Car,48.73393162
RF61565,California,2636.97773,Basic,31911,Suburban,67,33,27,321.6,Four-Door Car,51.53278816
IM94808,Nevada,5395.831967,Basic,70051,Rural,68,15,69,42.078345,Four-Door Car,63.406465
VI14730,Oregon,8382.630118,Basic,19683,Suburban,117,17,41,561.6,Sports Car,69.16820242
YR34119,Washington,31161.74523,Basic,30916,Rural,112,7,65,200.11606,SUV,47.18157827
RR77985,Oregon,2887.742258,Extended,0,Suburban,80,24,95,676.944023,Four-Door Car,62.54486365
VC22097,Washington,8714.922135,Basic,0,Suburban,118,14,64,566.4,SUV,53.46456708
WV17090,California,25585.72783,Basic,0,Suburban,116,0,45,830.623064,SUV,52.1726253
TM23514,Oregon,10272.6082,Extended,60145,Urban,132,8,28,580.473259,SUV,68.70449838
MQ68407,Oregon,4376.363592,Premium,63774,Rural,111,18,63,60.036683,Four-Door Car,56.70145904
GJ59592,California,5318.89664,Basic,25134,Suburban,67,3,0,321.6,Four-Door Car,39.78533667
FY56083,Oregon,4719.762191,Basic,37057,Rural,61,5,48,47.53101,Four-Door Car,58.79358552
UA94723,Oregon,4428.031583,Basic,58577,Urban,110,6,62,303.872752,SUV,47.11240907
FW91032,California,5879.176092,Basic,85857,Rural,73,3,19,100.620067,Four-Door Car,53.39728203
DE34457,Oregon,9416.908485,Basic,70602,Urban,116,8,47,481.339891,SUV,39.0425405
HD32044,Oregon,8288.155579,Premium,33816,Suburban,106,10,97,508.8,Four-Door Car,54.65149516
HH30454,Oregon,32654.8383,Premium,0,Suburban,153,7,75,1101.6,SUV,42.31435726
AH84063,Oregon,4719.450052,Extended,89642,Rural,121,11,20,86.320022,SUV,44.74770683
QA17596,California,3903.474784,Extended,60068,Suburban,98,17,75,470.4,Two-Door Car,52.46154354
XI41052,California,5457.259678,Extended,50044,Suburban,139,16,14,667.2,SUV,36.10749154
DI30528,California,2725.356404,Basic,36650,Rural,69,2,70,56.60333,Four-Door Car,52.25715109
SC66359,Arizona,4433.97368,Basic,50653,Rural,110,29,42,262.865172,SUV,49.16990065
EN61670,Arizona,5332.462694,Basic,68931,Urban,66,32,30,309.577946,Four-Door Car,50.51871563
DQ10761,Oregon,2315.094985,Basic,0,Suburban,73,14,39,350.4,Four-Door Car,50.57330541
BQ51587,California,5411.953687,Basic,0,Suburban,73,1,22,365.364581,Four-Door Car,33.05107579
JE21522,California,9587.33234,Extended,39266,Suburban,80,33,31,384,Four-Door Car,63.38717485
WS47147,California,22103.5072,Basic,0,Suburban,102,35,48,489.6,SUV,64.43642688
ZA64638,Nevada,9764.945308,Extended,0,Suburban,98,24,11,705.6,Four-Door Car,42.41046019
EW38459,Nevada,2567.151468,Basic,40864,Rural,65,2,75,9.51528,Four-Door Car,52.17789002
QW87316,Oregon,2650.622781,Basic,39035,Urban,68,15,65,244.564334,Four-Door Car,54.07372117
IC43478,California,11264.36334,Extended,34923,Suburban,98,23,82,639.105556,Two-Door Car,49.63472099
TE34064,California,2168.523464,Basic,0,Suburban,63,1,56,453.6,Four-Door Car,57.91713764
WU60905,California,8610.667489,Basic,0,Suburban,111,27,36,532.8,SUV,39.7375415
YM18992,California,2834.646235,Basic,24506,Suburban,71,7,47,511.2,Two-Door Car,63.8115542
PD55753,Oregon,8930.139728,Extended,0,Suburban,82,25,63,554.522969,Four-Door Car,49.55529107
KU56006,Arizona,5536.386959,Basic,52220,Suburban,70,17,42,336,Four-Door Car,47.55727953
MJ69973,Arizona,2840.85429,Basic,0,Suburban,74,17,73,402.449823,Two-Door Car,62.9276348
TW43626,California,8082.880956,Basic,53554,Suburban,67,6,5,327.020539,Four-Door Car,35.71802388
XX84133,California,5254.734278,Basic,34476,Rural,67,23,49,5.3953,Four-Door Car,62.17887483
ZW84453,Arizona,5116.237577,Basic,0,Rural,70,1,11,131.401291,Four-Door Car,43.08346436
HO29524,California,3034.646997,Extended,68205,Rural,76,35,14,99.382943,Two-Door Car,69.11634867
VE89726,California,8024.89992,Basic,0,Suburban,119,6,48,856.8,SUV,42.84664607
GE87503,California,18211.14319,Premium,53690,Suburban,154,20,97,739.2,SUV,45.68431267
PX90263,Oregon,5121.563312,Basic,0,Suburban,72,2,22,518.4,Four-Door Car,32.3376903
NI17718,California,2150.178588,Basic,0,Suburban,61,28,31,292.8,Four-Door Car,65.37538561
FY32213,California,5595.389905,Basic,74454,Suburban,71,25,29,340.8,Four-Door Car,45.2812277
RZ13254,Nevada,7562.824036,Basic,0,Suburban,73,23,91,350.4,Four-Door Car,27.96492384
GN45013,Oregon,5385.853211,Basic,29664,Suburban,71,1,69,340.8,Four-Door Car,65.78492466
UB16654,Washington,4718.558501,Basic,15680,Urban,64,20,29,260.879903,Four-Door Car,40.55674659
KU84464,Nevada,9422.567923,Extended,47272,Rural,79,17,17,64.546877,Four-Door Car,35.47857694
YH43527,Oregon,3605.860265,Extended,21585,Suburban,92,35,61,441.6,Four-Door Car,46.63586443
RO30676,California,7762.590564,Premium,23827,Rural,106,18,77,37.910623,Four-Door Car,64.0987933
QL59704,Arizona,23444.90045,Basic,69906,Urban,74,34,32,202.860399,Four-Door Car,38.60239152
QH19450,California,2558.178159,Basic,0,Suburban,72,7,77,345.6,Four-Door Car,69.93964824
HR85211,Washington,5123.170887,Basic,89879,Rural,63,17,20,94.030308,Two-Door Car,60.58327114
UV54502,Washington,2537.744494,Basic,0,Suburban,69,9,89,331.2,Four-Door Car,73.19330547
WB38524,California,2969.593296,Basic,46131,Suburban,74,27,28,355.2,Two-Door Car,57.07248316
CE56187,Oregon,4363.124641,Basic,54514,Urban,109,5,36,286.234931,SUV,47.72550356
JL19416,California,5884.308607,Premium,0,Suburban,161,29,1,1159.2,SUV,67.01666397
JZ61422,Nevada,5272.191556,Basic,96668,Suburban,66,2,95,316.8,Four-Door Car,42.89833028
LA13377,California,5509.895664,Basic,78879,Suburban,69,9,67,466.570791,Four-Door Car,54.25037836
NC99948,Nevada,16313.68349,Basic,0,Suburban,69,21,86,331.2,Four-Door Car,57.38006708
QD34785,Arizona,5678.050167,Extended,0,Suburban,76,8,44,364.8,Four-Door Car,51.34983456
RO26085,California,12101.20884,Basic,0,Suburban,112,28,30,1252.406235,Sports Car,66.02985847
ES57969,Oregon,2453.570794,Basic,29735,Suburban,69,3,92,331.2,Four-Door Car,40.49198936
JK55587,California,5075.66267,Basic,23082,Suburban,65,18,90,312,Four-Door Car,49.53760588
RN97635,Arizona,3214.979402,Extended,53984,Suburban,80,15,62,421.484456,Four-Door Car,63.09269722
BI76326,California,12275.34309,Premium,52135,Urban,156,6,86,430.505942,SUV,56.47310392
JA34909,California,2722.210707,Basic,17576,Suburban,71,29,70,398.502948,Four-Door Car,60.34908668
OJ90342,Oregon,2457.440923,Basic,29486,Rural,62,19,73,7.646763,Four-Door Car,48.62737615
CM88932,Oregon,3554.845264,Extended,58557,Rural,88,4,83,55.510526,Four-Door Car,61.76661207
JJ97525,California,4929.549699,Basic,25632,Suburban,63,27,52,351.270869,Two-Door Car,11.87597393
XV21647,California,8036.45034,Basic,0,Suburban,112,7,42,806.4,Sports Car,60.40098586
MC83487,Arizona,4276.915328,Basic,18768,Suburban,68,19,53,647.454583,Four-Door Car,64.76535052
BL90769,California,33473.34946,Basic,33190,Suburban,106,18,95,508.8,SUV,48.48654371
CR57148,Oregon,5960.581363,Basic,47945,Rural,74,32,39,128.43823,Two-Door Car,48.55363863
CP85232,Arizona,44795.46942,Extended,58778,Rural,126,6,62,302.033971,SUV,45.6894977
YL74732,California,3832.118106,Basic,15192,Suburban,100,1,7,480,SUV,65.16063726
FG16766,California,6837.932624,Premium,51859,Suburban,171,0,21,1003.160633,SUV,58.57608936
NV55438,Nevada,5285.26816,Basic,23422,Suburban,72,25,76,518.4,Two-Door Car,62.496466
RM10880,California,3096.511217,Extended,21604,Suburban,79,14,28,379.2,Four-Door Car,32.71863182
GL56175,Arizona,3589.710715,Extended,79298,Urban,90,22,2,244.362072,Four-Door Car,53.20417808
UK52289,Arizona,2582.408525,Basic,76731,Urban,64,2,68,201.455005,Four-Door Car,32.52382013
LL45497,Washington,2487.729726,Basic,67282,Suburban,62,29,27,297.6,Two-Door Car,64.68226547
BC62782,Arizona,13575.67599,Basic,48534,Suburban,115,29,79,552,SUV,60.10893107
YM57893,Washington,4685.504251,Premium,77678,Suburban,116,32,81,741.418485,Two-Door Car,40.83248043
JP30654,Oregon,28685.82785,Basic,48412,Suburban,104,15,23,707.430832,SUV,60.2270525
RA66180,Washington,2764.032126,Basic,33837,Urban,72,29,54,305.575785,Two-Door Car,68.72709063
EN60878,Oregon,6183.111464,Extended,23712,Urban,85,2,20,376.126419,Four-Door Car,40.46672594
JF36291,California,3873.647046,Basic,28142,Suburban,105,18,50,701.708239,Sports Car,43.44464665
BK59444,California,18929.3306,Basic,72196,Rural,68,8,61,152.184244,Four-Door Car,45.21199872
MK70700,California,5553.295758,Basic,68197,Urban,69,1,81,176.819414,Four-Door Car,53.80589962
IW71076,California,5011.259184,Basic,75248,Rural,63,13,71,104.454624,Four-Door Car,50.00450314
AP98768,California,10442.44633,Extended,0,Suburban,98,9,50,941.718054,Four-Door Car,48.67955725
OM24164,Nevada,2199.61781,Basic,0,Suburban,65,5,19,468,Two-Door Car,51.80908132
QP84605,Washington,8709.845263,Premium,41546,Rural,111,4,47,121.306839,Four-Door Car,35.83030453
VC87846,Oregon,7484.310483,Extended,46998,Suburban,96,13,98,460.8,Four-Door Car,47.09707641
ZM92052,Oregon,2613.023132,Basic,57099,Rural,67,20,37,67.859881,Two-Door Car,59.3431639
ON73702,Arizona,9080.639651,Basic,33897,Urban,114,15,67,539.843003,SUV,49.06356127
QQ90441,Nevada,13770.97618,Premium,59207,Suburban,116,23,21,556.8,Four-Door Car,46.28094159
HU35721,Oregon,2876.822941,Basic,40171,Suburban,73,8,78,350.4,Four-Door Car,36.73123173
XH85336,Washington,5548.031892,Basic,67798,Suburban,69,1,78,331.2,Four-Door Car,62.97457205
ZH17561,Washington,5097.526248,Extended,21665,Suburban,136,0,25,765.709629,SUV,46.71079578
AG85615,Oregon,24143.87556,Extended,0,Suburban,87,9,75,626.4,Four-Door Car,55.42713344
OY74069,Arizona,3538.059456,Basic,0,Suburban,67,12,67,321.6,Four-Door Car,49.33609923
DJ91267,Nevada,29091.23936,Extended,34226,Rural,244,29,22,494.395024,Luxury SUV,56.38800173
KB72438,California,19834.20115,Extended,65989,Rural,123,4,43,115.545086,SUV,55.20296452
TR67616,Oregon,4731.366975,Basic,30686,Rural,61,22,45,19.938981,Four-Door Car,52.21750774
GF65731,California,35537.846,Basic,0,Suburban,113,15,6,799.926741,Sports Car,42.74380018
HB67642,Arizona,34611.37896,Basic,20090,Suburban,109,10,59,523.2,Sports Car,46.06509334
DP84567,California,20216.30883,Basic,0,Suburban,183,6,16,878.4,Luxury SUV,38.05498407
VV77534,Oregon,13976.51925,Premium,77094,Urban,176,25,29,444.470676,SUV,50.05643437
GL67540,California,5904.088162,Basic,97413,Urban,73,21,80,268.819985,Four-Door Car,40.80506884
SV50502,Oregon,5595.835041,Basic,79189,Suburban,69,6,97,331.2,Four-Door Car,40.8652958
UK59698,California,2294.303629,Basic,0,Suburban,62,5,31,297.6,Two-Door Car,55.30879279
OA57352,Arizona,6273.911874,Extended,18577,Suburban,86,21,76,412.8,Four-Door Car,50.90194857
ZF84449,Oregon,3726.727996,Basic,0,Suburban,112,7,34,806.4,Sports Car,42.13063665
VH31965,Washington,5285.118669,Basic,40783,Suburban,67,13,43,321.6,Four-Door Car,76.40762318
HG39060,Oregon,5110.680779,Basic,0,Suburban,74,34,51,532.8,Four-Door Car,39.40884526
EM29359,Nevada,7126.596501,Basic,17483,Suburban,183,24,63,1317.6,Luxury Car,59.01842848
SF57173,Oregon,4601.634099,Basic,84394,Suburban,114,9,38,691.412378,SUV,44.01340709
OT47603,Oregon,9155.239699,Extended,0,Suburban,127,3,93,804.811859,Sports Car,37.77165214
SW31412,Oregon,14808.05624,Basic,41440,Suburban,62,20,80,297.6,Four-Door Car,65.71597329
JS36322,Arizona,8901.678357,Extended,0,Suburban,136,14,69,1090.86434,Sports Car,40.37930813
RE81445,Oregon,5734.598243,Basic,98132,Rural,71,10,61,50.587035,Two-Door Car,62.91255075
RM24280,Oregon,4177.696973,Premium,0,Suburban,112,4,49,537.6,Four-Door Car,60.97036312
LC25393,California,27776.28906,Extended,88220,Rural,230,28,63,151.528482,Luxury Car,71.35178569
UX38930,Arizona,10364.34749,Extended,58327,Urban,129,31,5,347.075948,SUV,49.54757436
HD95496,Oregon,7851.901368,Basic,25950,Urban,66,27,1,271.697529,Two-Door Car,54.88448904
RX24650,Oregon,4772.943848,Extended,20993,Suburban,133,35,90,638.4,SUV,54.58433189
DW19309,Oregon,14226.50485,Premium,65726,Suburban,177,35,90,849.6,SUV,46.62617531
EG48956,Washington,4031.104947,Basic,0,Suburban,63,35,59,639.45899,Two-Door Car,48.64253271
UF88986,Washington,2794.907476,Basic,39783,Suburban,72,28,43,345.6,Two-Door Car,53.38059
DB42794,California,4362.931238,Premium,58842,Suburban,110,6,74,528,Four-Door Car,48.83848214
JB50798,Oregon,9624.524417,Extended,25629,Suburban,124,3,70,595.2,Sports Car,36.93365033
JY45873,Washington,5015.009472,Extended,48567,Suburban,130,12,15,624,SUV,53.71462184
TE35785,California,6948.422239,Basic,0,Suburban,196,0,73,1337.063487,Luxury SUV,42.1075644
CM55703,Washington,2896.918767,Basic,33746,Suburban,74,1,6,355.2,Two-Door Car,42.75961066
QN65180,Oregon,21903.91364,Extended,22254,Rural,79,22,75,125.194389,Four-Door Car,50.97003323
GE47180,Nevada,9028.821403,Basic,65974,Rural,113,3,43,235.220971,Sports Car,59.3810437
VQ38776,Oregon,5303.759534,Extended,0,Suburban,76,18,63,395.34111,Four-Door Car,46.48752015
ZY90118,Washington,4165.354461,Premium,17161,Suburban,113,1,22,542.4,Four-Door Car,42.35302792
IN17648,Nevada,5123.768112,Basic,0,Suburban,74,1,62,772.798511,Two-Door Car,51.29340332
DF95759,Oregon,9492.342964,Extended,0,Suburban,132,9,85,633.6,SUV,56.60445458
QG45324,Oregon,8204.863191,Basic,0,Suburban,73,9,14,350.4,Four-Door Car,38.15569448
MN61620,Arizona,9877.295699,Extended,67752,Rural,131,4,40,168.517149,Sports Car,58.13762976
YH86390,California,4815.009736,Basic,25398,Suburban,64,30,80,307.2,Four-Door Car,62.65072557
FY13480,California,6277.011679,Extended,0,Suburban,88,30,19,633.6,Four-Door Car,53.37589115
YH61661,California,8260.639809,Basic,33321,Suburban,105,6,2,504,SUV,48.20729637
NL93182,Nevada,2549.450038,Extended,0,Suburban,78,13,32,845.654042,Four-Door Car,49.78625905
UM45563,Washington,4502.679656,Basic,68798,Rural,114,19,69,92.915251,SUV,54.71668106
WE68644,Oregon,3803.921781,Basic,20325,Suburban,100,4,6,668.29397,Sports Car,59.39884351
EZ30498,Oregon,8635.4035,Basic,13129,Suburban,117,15,93,700.901632,SUV,54.95933389
QY74517,Oregon,5510.558964,Basic,0,Suburban,73,24,57,525.6,Four-Door Car,48.05248754
NM88660,Nevada,3585.884123,Extended,49080,Rural,91,14,68,25.299,Four-Door Car,39.80424244
MZ82036,Nevada,4889.25278,Basic,42536,Suburban,63,30,57,375.330097,Four-Door Car,38.00935343
ID20929,Oregon,2756.941661,Basic,29926,Suburban,74,25,34,418.233667,Four-Door Car,43.23561169
EY50028,Nevada,3289.547398,Extended,0,Urban,86,5,55,398.240791,Two-Door Car,36.35410808
TT82373,California,10937.1785,Extended,21450,Suburban,138,15,35,938.513425,Sports Car,42.51173559
OH64088,California,7375.567916,Basic,33345,Suburban,65,32,52,338.619869,Four-Door Car,43.9762844
SK97780,California,10110.77818,Extended,15752,Urban,90,27,37,339.344531,Two-Door Car,70.26842196
IO33050,Oregon,5119.414293,Basic,40169,Urban,65,1,47,302.818833,Four-Door Car,46.91113711
XA55917,California,8533.832013,Basic,26049,Suburban,113,10,15,619.165344,SUV,50.54379908
JK32620,Nevada,2224.768,Basic,0,Suburban,68,3,4,326.4,Four-Door Car,42.57395403
RQ19236,Arizona,8042.803784,Basic,55411,Urban,100,24,53,259.561195,Sports Car,63.27161174
QC47433,Oregon,2554.437138,Basic,12459,Suburban,70,4,41,336,Four-Door Car,33.70659828
RA93608,Oregon,18073.93999,Extended,64620,Suburban,76,24,32,364.8,Two-Door Car,59.65730347
XH97711,California,2430.506586,Basic,83140,Urban,61,25,70,179.161843,Four-Door Car,42.76677914
AU96286,Oregon,3167.658442,Extended,0,Suburban,92,20,50,662.4,Four-Door Car,39.08836311
KC17170,Arizona,5465.603983,Basic,54422,Rural,68,9,8,75.501852,Four-Door Car,54.3587655
ZN47335,California,10357.51422,Extended,68309,Rural,131,4,67,306.983596,SUV,44.70488261
EI46264,California,2537.813878,Basic,56621,Rural,65,27,36,84.026848,Four-Door Car,49.82273334
EK87864,Arizona,2821.947219,Basic,38977,Rural,70,27,22,139.489926,Four-Door Car,60.36967361
GV45403,Arizona,7757.128146,Premium,0,Suburban,111,32,13,607.4459,Two-Door Car,53.4363033
QK31192,Arizona,4079.132667,Premium,0,Suburban,114,12,43,631.124372,Two-Door Car,47.09717796
LU89008,Arizona,5955.544552,Extended,0,Suburban,83,35,87,628.023494,Four-Door Car,40.19140467
NS10490,Oregon,14158.61364,Basic,83235,Suburban,70,16,33,336,Two-Door Car,41.94334464
KL98495,Nevada,8487.238032,Basic,0,Suburban,74,7,93,426.655599,Two-Door Car,42.08453154
IU96845,Arizona,6285.476868,Extended,32390,Rural,80,20,36,91.417923,Four-Door Car,53.73953475
QL93655,Oregon,11473.48149,Extended,66538,Urban,95,14,64,317.844812,Two-Door Car,52.55329335
QZ42725,Washington,2310.882998,Basic,0,Suburban,64,12,24,460.8,Four-Door Car,41.62199291
LZ34046,Oregon,23594.6802,Basic,76358,Rural,66,25,3,86.461582,Four-Door Car,49.1941587
ZH19885,Washington,2514.59196,Basic,43860,Rural,65,15,58,156.124914,Four-Door Car,45.98239811
YE88490,Arizona,5380.898636,Basic,55350,Suburban,67,0,13,321.6,Four-Door Car,61.85536108
YC80498,California,4770.550911,Basic,12964,Suburban,65,2,37,362.774545,Two-Door Car,62.49706945
AI85843,Arizona,6756.651404,Extended,33288,Urban,86,1,27,221.856184,Four-Door Car,43.82782677
XD66024,Arizona,5936.011773,Extended,0,Suburban,84,31,25,980.169081,Four-Door Car,67.36123297
FY51713,Arizona,3570.760509,Extended,56168,Suburban,88,13,20,614.675906,Four-Door Car,66.03078877
PH26378,California,6019.960469,Extended,0,Suburban,92,3,28,662.4,Four-Door Car,44.99583078
WQ18638,Oregon,5426.863953,Basic,23105,Suburban,69,15,21,331.2,Two-Door Car,55.18034191
KY14688,Oregon,2730.313804,Basic,36218,Rural,68,6,83,145.252168,Four-Door Car,40.3057371
TC97762,California,4982.681374,Basic,52275,Suburban,62,6,88,374.240783,Four-Door Car,61.51609367
QC87108,Oregon,8769.266756,Basic,49665,Suburban,74,5,51,355.2,Four-Door Car,47.45433913
CX12134,Nevada,4220.613534,Premium,32471,Suburban,110,0,87,528,Two-Door Car,52.47509581
SM73248,Arizona,11537.50507,Extended,0,Suburban,86,12,89,619.2,Two-Door Car,41.6432554
